Bölüm,KaynakURL,Tarih Tarih,Anket şirketi Anket şirketi,Örneklem Örneklem,CHP Unnamed: 3_level_1,AKP Unnamed: 4_level_1,İYİ Unnamed: 5_level_1,DEM Unnamed: 6_level_1,MHP Unnamed: 7_level_1,Diğerleri Diğerleri,Kararsız Kararsız,Fark Fark,İYİ Unnamed: 4_level_1,AKP Unnamed: 5_level_1,ZP Unnamed: 7_level_1,YRP Unnamed: 8_level_1,MHP Unnamed: 3_level_1,CHP Unnamed: 5_level_1,AKP Unnamed: 3_level_1,CHP Unnamed: 4_level_1,TİP Unnamed: 5_level_1,İYİ Unnamed: 6_level_1,DP Unnamed: 7_level_1,DEM Unnamed: 5_level_1,DEM Unnamed: 7_level_1,ZP Unnamed: 9_level_1,SP Unnamed: 4_level_1,ZP Unnamed: 6_level_1,YRP Unnamed: 5_level_1,BBP Unnamed: 6_level_1,DSP Unnamed: 4_level_1,TKP Unnamed: 6_level_1,TİP Unnamed: 7_level_1,SOL Unnamed: 8_level_1,BBP Unnamed: 4_level_1,DP Unnamed: 5_level_1,DEM Unnamed: 8_level_1,CHP Unnamed: 6_level_1,BBP Unnamed: 5_level_1,SP Unnamed: 5_level_1,TİP Unnamed: 4_level_1,DSP Unnamed: 6_level_1,YRP Unnamed: 4_level_1,MHP Unnamed: 5_level_1,MHP Unnamed: 4_level_1,YRP Unnamed: 7_level_1,ZP Unnamed: 8_level_1,HDP Unnamed: 8_level_1,HDP Unnamed: 3_level_1,İYİ Unnamed: 7_level_1,Bağ. Unnamed: 9_level_1,DEVA Unnamed: 7_level_1,YRP Unnamed: 6_level_1,İYİ Unnamed: 3_level_1,SP Unnamed: 7_level_1,GP Unnamed: 6_level_1,MHP Unnamed: 6_level_1,Unnamed: 10_level_0 Unnamed: 10_level_1,Unnamed: 11_level_0 Unnamed: 11_level_1,Unnamed: 12_level_0 Unnamed: 12_level_1,Unnamed: 13_level_0 Unnamed: 13_level_1,Unnamed: 14_level_0 Unnamed: 14_level_1,Unnamed: 9_level_0 Unnamed: 9_level_1,HÜDA Unnamed: 6_level_1,CHP Unnamed: 7_level_1,İYİ Unnamed: 8_level_1,HÜDA Unnamed: 9_level_1,İYİP Unnamed: 5_level_1,İYİP Unnamed: 4_level_1,MHP Unnamed: 8_level_1,Bağ. Unnamed: 7_level_1,DP Unnamed: 4_level_1,TİP Unnamed: 8_level_1,Fark Unnamed: 10_level_1,Bağ. Unnamed: 5_level_1,MP Unnamed: 8_level_1,ZP Unnamed: 5_level_1,İYİ Unnamed: 9_level_1,YRP Unnamed: 9_level_1,Bağ. Unnamed: 3_level_1
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,200.280,,,,,,23,,127,,,,,,,552,425,,—,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,603.0,23,,,,27,,373,,,,,,,,,93,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,2024,,,,2024,,2024,,,,,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,52.448,719.0,255,,,,26,,464,,,,,,,,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,,,,45,,487,33,,,,691.0,204,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,2024,,,,2024.0,2024,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,20.313,,,,,,18,,238,372,,,,61.0,—,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,338.0,,,,,24,,47,,159,,,,,,,,,,,,,,,,,—,291,114,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,,,,,2024,,2024,,2024,,,,,,,,,,,,,,,,,2024,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,87.862,686.0,,,,,18,,443,,62,,,,,,,,,,,,,,,,,243,3,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,189,,,93,,258,,,,,,,488,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,2024,,,2024,,2024,,,,,,,2024,,,,,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,32.034,,,431,,,1,,119,,,,,,,55,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,,,,—,,220,,,,,,,534,314,,82,,,,,,,,,,,—,,,—,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,7-8 Mart,Betimar,1.573,,,,,,77,,189,,,,,,,503,314,,72,,,,,,,,,,,3,,,—,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,,,,,,,2024,2024,,2024,,,,,,,,,,,2024,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,142.557,,,,,,18,,37,,,,,,,403,366,,—,,,,,,,,,,,—,,,213,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,,,,—,,235,—,,34,,,,571,,,,,,,,,,336,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,2024,,2024,,,,2024,,,,,,,,,,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,63.000,,,,,,35,,202,386,,—,,,,588,,,,,,,,,,—,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,,,,—,,130,,,,,342.0,,,144,,,,,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,,,,,2024.0,,,2024,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,7.821,,,,,,06,,236,,,,,607.0,,,371,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,,,,—,,244,,,,,,,566,80,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,,,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,24.587,,,,,,04,,29,,,,,,,429,400,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,,,,—,,232,,,,,,,544,312,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,,,,,,,2024,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,45.138,,,,,,35,,217,,,,,,,591,374,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,413.0,,,,,—,,104,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,517,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,,,,,2024,,2024,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,65.502,632.0,,,,,27,,145,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,—,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Optimar,?,,,,,,2,,371,,,,,,29,67,,,,,,,,,,,—,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,,,,,,2024,2024,,,,,,,,,,,2024,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatay,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,19.363,,,,,,29,,141,,,,,,—,556,,,,,,,,,,,415,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isparta,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,1.21,,,,,,36,—,51,343,,3,,,,292,,,,,,,,,,,,,,,,,,,137,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isparta,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-16 Mart,ALF,1.38,,,,,,33,68,11,294,,45,,,,283,,,,,,,,,,,,,,,,,,,132,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isparta,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2-4 Mart,ORC,1.07,,,,,,29,65,16,272,,—,,,,288,,,,,,,,,,,,,,,,,,,154,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isparta,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,19-24 Şubat,Themis,1.047,,,,,,42,—,39,132,,264,,,,303,,,,,,,,,,,,,,,,,,,114,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isparta,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,2024,2024,2024,,2024,,,,2024,,,,,,,,,,,,,,,,,,,2024,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isparta,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,132.489,,,,,,23,—,72,286,,—,,,,38,,,,,,,,,,,,,,,,,,,—,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,?,,,,,,17,,247,,,21,,,,509,159,,32,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,,,253,,389,,,—,,,,568,179,,—,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,1.307,,,,,,23,,353,,,19,,,,511,159,,69,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,,,,,12,,308,,,33,,,,504,196,,23,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-14 Mart,ASAL,1.250,,,,,,46,,238,,,24,,,,482,174,,3,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-3 Mart,MAK,4.300,,,,,,85,,36,,,05,,,,56,20,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,,2024,,,2024,,,,2024,2024,,2024,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahramanmaraş,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,624.585,,,,,,18,,404,,,—,,,,676,272,,—,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24-27 Mart,AREA,2.005,60.0,,1,—,,27,—,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,07,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-26 Mart,ADA,1.500,467.0,,48,—,,58,—,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,521.0,,—,—,,98,—,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,3.101,481.0,,56,—,,6,—,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,—,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-23 Mart,SAROS,1.492,489.0,,57,—,,73,—,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,5-10 Mart,AREA,3.054,596.0,,26,1,,2,—,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,07,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,3-7 Mart,ASAL,1.500,429.0,,55,—,,8,—,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24 Şub-5 Mart,MAK,1.380,41.0,,6,3,,50,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,1.057.902,45.0,,—,—,,134,—,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-20 Mart,ORC,1.21,,,62,,,45,,145,,,,,519.0,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,2024,,,2024,,2024,,,,,2024.0,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,76.832,,,157,,,31,,66,,,,,439.0,,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-20 Mart,ORC,1.65,,,70,,,80,,58,,,,,454.0,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,2024,,,2024,,2024,,,,,2024.0,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,164.375,,,166,,,41,,39,,,,,416.0,,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-20 Mart,ORC,1.52,538.0,272,75,,,115,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,,,2024,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,144.51,635.0,275,55,,,35,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elazığ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,?,,,22,,,82,—,332,,,,,,,508,,,,,,,,,,,,,,,,,,,176,,,,,,,88.0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elazığ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,7-10 Mart,ORC,1.160,,,55,,,3,74,115,,,,,,,361,,,,,,,,,,,,,,,,,,,246,,,,,,,115.0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elazığ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,2024,,,2024,2024,2024,,,,,,,2024,,,,,,,,,,,,,,,,,,,2024,,,,,,,2024.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elazığ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,180.563,,,17,,,82,—,58,,,,,,,403,,,,,,,,,,,,,,,,,,,—,,,,,,,345.0,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzurum,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,—,,431,—,456,113,,,,,—,569,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzurum,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.038,,,,68,,143,—,226,272,,,,,20,498,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzurum,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,,,89,,53,—,488,85,,,,,83,589,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzurum,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-5 Mar,MAK,1.020,,,,6,,5,5,33,22,,,,,3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzurum,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.773,,,,88,,26,—,624,88,,,,,86,712,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzurum,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,2024,,2024,2024,2024,2024,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzurum,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,384.917,,,,—,,34,—,374,254,,,,,24,628,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kars,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,1.09,,,,,,51,—,32,,,,,,124,,,,,,,,,,,,,,,,,,,286,,,,,—,,,221.0,,,,—,318,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kars,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-19 Mart,ALF,1.3,,,,,,46,—,25,,,,,,133,,,,,,,,,,,,,,,,,,,287,,,,,—,,,222.0,,,,—,312,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kars,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,7-9 Mart,ORC,1.065,,,,,,37,95,23,,,,,,151,,,,,,,,,,,,,,,,,,,215,,,,,—,,,191.0,,,,—,238,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
